"coursename","strm","enrollment"
"PWR101","1092","492"
"LAW458","1092","24"
"LATINAM301","1092","25"
"EDUC359E","1092","7"
"INDE226","1092","2"
"ANES370","1092","2"
"ECON13SC","1092","14"
"ETHICSOC10SC","1092","14"
"ENGLISH91","1092","35"
"SURG211A","1092","38"
"CEE246A","1092","27"
"MED370","1092","15"
"RADO370","1092","5"
"NSUR370","1092","1"
"PSYC370","1092","2"
"DBIO370","1092","4"
"PATH370","1092","3"
"RAD370","1092","10"
"SURG370","1092","5"
"ORTHO370","1092","5"
"PEDS370","1092","6"
"GENE370","1092","3"
"NBIO370","1092","1"
"MATSCI399","1092","10"
"OPHT370","1092","5"
"EDUC219E","1092","21"
"OTOHNS398A","1092","1"
"OTOHNS370","1092","2"
"MED313A","1092","26"
"EARTHSYS297","1092","1"
"INTNLREL114D","1092","314"
"PSYC195","1092","1"
"OSPBEIJ9","1092","1"
"ORTHO318A","1092","1"
"PSYC328E","1092","1"
"CME801","1092","6"
"CME802","1092","15"
"EDUC228F","1092","22"
"EDUC264E","1092","6"
"EDUC267E","1092","24"
"GES190","1092","7"
"HUMNTIES193H","1092","9"
"PSYCH12N","1092","17"
"COMM290","1092","4"
"ITALLANG1A","1092","26"
"ENGLISH136","1092","23"
"PHIL15N","1092","11"
"STRAMGT508","1092","14"
"STATS297","1092","2"
"FILMPROD114","1092","30"
"OB363","1092","69"
"CHINLANG13A","1092","3"
"EDUC263F","1092","22"
"PHIL323","1092","5"
"ENGLISH176","1092","32"
"OSPMOSC62","1092","13"
"ENGLISH361","1092","13"
"CHEMENG70Q","1092","18"
"PHIL386B","1092","3"
"EFSLANG690C","1092","20"
"EFSLANG698C","1092","12"
"EE136","1092","21"
"EDUC246F","1092","22"
"EDUC98X","1092","25"
"CS156","1092","19"
"EDUC263E","1092","22"
"IPS219","1092","19"
"EESS12SC","1092","15"
"IHUM57","1092","562"
"GES218","1092","14"
"GES212","1092","4"
"BIOE261","1092","33"
"BIOE301A","1092","23"
"CEE124","1092","7"
"HUMSCI201","1092","7"
"HUMSCI190","1092","1"
"FILMSTUD100A","1092","13"
"MED258","1092","4"
"ARTHIST282A","1092","5"
"DLCL189","1092","9"
"HISTORY243G","1092","18"
"HRP370","1092","6"
"NENS370","1092","1"
"UROL370","1092","1"
"MI370","1092","1"
"ORTHO318W","1092","5"
"CBIO260","1092","1"
"INDE297","1092","63"
"MUSIC5G","1092","11"
"CEE115","1092","68"
"AMELANG196A","1092","10"
"ATHLETIC126V","1092","7"
"BIOE191","1092","6"
"MS&E453A","1092","17"
"EDUC193S","1092","28"
"CS309A","1092","46"
"URBANST203","1092","14"
"ANTHRO299","1092","5"
"CLASSART109","1092","6"
"MATSCI202","1092","102"
"SURG204","1092","43"
"CME300","1092","21"
"CTS370","1092","1"
"COMPMED370","1092","1"
"CME444","1092","2"
"PSYC211","1092","3"
"MED223","1092","21"
"SBIO370","1092","1"
"NBIO227","1092","32"
"CEE224A","1092","14"
"ME208","1092","72"
"EDUC306Y","1092","23"
"ME377","1092","60"
"COMM308","1092","4"
"CEE385","1092","16"
"GES191","1092","23"
"GES291","1092","1"
"FEMST153","1092","12"
"CS294S","1092","16"
"CS294H","1092","33"
"ARTHIST185B","1092","10"
"PSYCH193","1092","9"
"COMM310","1092","33"
"CBIO399","1092","33"
"INDE252","1092","6"
"FILMSTUD299","1092","5"
"CEE48N","1092","18"
"EFSLANG697","1092","39"
"ANTHRO234","1092","19"
"EDUC325A","1092","35"
"AMELANG173","1092","6"
"ARTSTUDI167","1092","13"
"MS&E242H","1092","84"
"CHEM25N","1092","19"
"CHEMENG514","1092","3"
"FRENLIT222","1092","8"
"ENGR50M","1092","63"
"SOC385A","1092","11"
"PORTLANG101","1092","5"
"SOC119","1092","54"
"CS294A","1092","15"
"ITALLANG20","1092","10"
"TIBETLNG1","1092","2"
"ECON1A","1092","655"
"HISTORY198","1092","91"
"HISTORY205B","1092","5"
"BIO130","1092","4"
"ANTHRO191C","1092","7"
"RELIGST347","1092","3"
"OSPBEIJ11","1092","22"
"LATINAM200","1092","15"
"HUMNTIES163","1092","12"
"ITALLANG22A","1092","4"
"MATH395","1092","9"
"MATH396","1092","1"
"IHUM58","1092","494"
"IMMUNOL399","1092","42"
"EARTHSYS208","1092","14"
"CEE110","1092","88"
"MATSCI164","1092","13"
"FILMSTUD116","1092","21"
"DRAMA316V","1092","6"
"FILMSTUD101","1092","34"
"INTNLREL200B","1092","22"
"EE21N","1092","17"
"CSRE198","1092","2"
"ANTHRO355","1092","13"
"BIO25N","1092","15"
"AMELANG137A","1092","1"
"LAW244","1092","17"
"HUMBIO173","1092","89"
"HUMBIO84Q","1092","13"
"POLISCI329","1092","9"
"ECON239D","1092","34"
"POLISCI349","1092","10"
"POLISCI339","1092","2"
"AMELANG213A","1092","8"
"HISTORY201","1092","7"
"EEES400","1092","5"
"ANTHRO331","1092","3"
"EDUC339X","1092","15"
"LAW343","1092","17"
"CME211","1092","55"
"COMPLIT12SC","1092","14"
"CEE159","1092","33"
"MUSIC172F","1092","1"
"ATHLETIC19C","1092","3"
"EDUC244F","1092","22"
"PEDS254","1092","14"
"AMELANG157A","1092","2"
"ECON220","1092","14"
"OSPFLOR61","1092","30"
"OSPOXFRD15","1092","16"
"OSPSANTG68","1092","7"
"OSPSANTG102S","1092","5"
"SOC180A","1092","57"
"ATHLETIC190","1092","79"
"EARTHSYS199","1092","3"
"ENGR240","1092","67"
"ATHLETIC17","1092","88"
"SPECLANG238A","1092","1"
"ATHLETIC184","1092","145"
"ATHLETIC2","1092","141"
"ATHLETIC84","1092","31"
"HRP215","1092","5"
"ARTHIST234A","1092","16"
"CEE301","1092","93"
"ATHLETIC23","1092","87"
"LAW707","1092","13"
"LAW708","1092","10"
"LAW709","1092","32"
"SPECLANG241A","1092","1"
"COMM177D","1092","21"
"PATH304A","1092","1"
"OSPKYOCT132","1092","1"
"SURG112A","1092","9"
"INDE219","1092","6"
"LINGUIST294","1092","7"
"BIOMEDIN204","1092","4"
"SPECLANG157A","1092","2"
"INDE224","1092","19"
"OSPOXFRD194","1092","7"
"ATHLETIC123","1092","22"
"LAW233","1092","48"
"PEDS250","1092","32"
"ATHLETIC193","1092","15"
"COMM177Y","1092","10"
"EEES802","1092","2"
"IPS210","1092","22"
"PSYCH183","1092","19"
"PSYC290","1092","1"
"PATH210","1092","8"
"SPEC801L","1092","1"
"ATHLETIC177","1092","38"
"GES213","1092","11"
"EARTHSYS180B","1092","17"
"CS273A","1092","27"
"BIOE310","1092","27"
"AFRICAST299","1092","1"
"GSBGEN554","1092","31"
"STRAMGT524","1092","17"
"GSBGEN520","1092","52"
"ACCT532","1092","64"
"MUSIC160A","1092","6"
"ENGLISH51N","1092","11"
"ENGLISH182S","1092","5"
"POLISCI43N","1092","14"
"CHEMENG515","1092","3"
"FEMST138","1092","29"
"ATHLETIC134","1092","8"
"CEE374T","1092","1"
"MATSCI156","1092","50"
"CEE374V","1092","1"
"COMM182","1092","37"
"CHINLANG231","1092","12"
"CEE138A","1092","30"
"GES3","1092","16"
"STATS240P","1092","15"
"GES315","1092","4"
"ENGLISH380","1092","15"
"APPPHYS68N","1092","13"
"HISTORY196","1092","7"
"RELIGST124","1092","6"
"MS&E198","1092","29"
"URBANST114","1092","19"
"ITALLANG101","1092","3"
"STRAMGT359","1092","69"
"ITALLANG113","1092","4"
"ENGR207C","1092","25"
"OSPBER60","1092","16"
"URBANST201A","1092","1"
"PUBLPOL121","1092","27"
"DRAMA187Q","1092","2"
"CS144","1092","71"
"CATLANG1A","1092","4"
"CME510","1092","11"
"CHEMENG516","1092","3"
"CHEMENG517","1092","1"
"AFRICAST300","1092","7"
"HISTORY330A","1092","8"
"SOC341W","1092","19"
"CATLANG395","1092","4"
"OSPBEIJ66","1092","10"
"OSPFLOR34","1092","25"
"LINGUIST63N","1092","13"
"PUBLPOL201A","1092","46"
"PUBLPOL202A","1092","17"
"PUBLPOL203A","1092","39"
"IPS209","1092","21"
"SLAVLIT189B","1092","1"
"PHIL500","1092","9"
"IHUM65","1092","380"
"INTNLREL147","1092","36"
"INTNLREL150","1092","10"
"JAPANGEN201","1092","1"
"DRAMA11N","1092","17"
"SPANLIT157","1092","15"
"JAPANLIT267","1092","9"
"EE375","1092","9"
"ME299A","1092","1"
"ME299B","1092","1"
"COMPMED110","1092","9"
"CEE271Y","1092","15"
"STRAMGT257","1092","57"
"GSBGEN327","1092","35"
"ACCT313","1092","85"
"GSBGEN597","1092","13"
"CSRE201B","1092","10"
"COMPLIT121","1092","25"
"BIOMEDIN205","1092","19"
"HPS156","1092","15"
"IPER200","1092","1"
"HISTORY106A","1092","170"
"ATHLETIC124","1092","20"
"PEDS204","1092","9"
"KORLANG130","1092","4"
"SOC321W","1092","18"
"ME12SC","1092","12"
"FINANCE204","1092","250"
"GSBGEN202","1092","370"
"GSBGEN203","1092","370"
"STRAMGT207","1092","370"
"FEMST191Q","1092","6"
"HISTORY138A","1092","36"
"LINGUIST62N","1092","13"
"ME491","1092","2"
"EARTHSYS15SI","1092","17"
"JAPANLNG51","1092","24"
"OIT601","1092","3"
"IMMUNOL210","1092","3"
"CEE235A","1092","28"
"SYMBSYS12SI","1092","24"
"BIO230A","1092","22"
"BIOMEDIN370","1092","2"
"LAW658","1092","16"
"SURG228","1092","12"
"ARTSTUDI175A","1092","9"
"OIT571","1092","10"
"OSPBER101B","1092","3"
"OSPBER21B","1092","8"
"ATHLETIC195","1092","39"
"ATHLETIC109","1092","94"
"ATHLETIC151","1092","35"
"GES290","1092","7"
"ATHLETIC87","1092","31"
"DRAMA175","1092","10"
"ME410A","1092","9"
"SURG205","1092","15"
"CS106L","1092","39"
"PSYC136A","1092","23"
"MED370W","1092","3"
"GSBGEN698","1092","14"
"GSBGEN699","1092","50"
"INDE200","1092","10"
"CEE286","1092","20"
"OB581","1092","278"
"SIW124","1092","8"
"SPECLANG130A","1092","1"
"OSPMADRD12M","1092","17"
"OSPMADRD13M","1092","12"
"ATHLETIC89","1092","41"
"FINANCE628","1092","10"
"SPECLANG158A","1092","1"
"EDUC171","1092","26"
"SPEC801M","1092","3"
"SOC361W","1092","8"
"OSPMADRD102M","1092","9"
"CS21N","1092","15"
"OSPMADRD14","1092","33"
"OIT261","1092","138"
"OIT263","1092","131"
"INDE213","1092","14"
"RAD305A","1092","1"
"MLA398","1092","20"
"MLA399","1092","5"
"OSPMADRD60","1092","9"
"OSPMADRD33","1092","4"
"OSPPARIS18","1092","3"
"HUMNTIES199A","1092","9"
"INDE207C","1092","6"
"CEE206","1092","5"
"ME398","1092","28"
"ME410X","1092","1"
"OSPMADRD15","1092","30"
"GEOPHYS385J","1092","2"
"OSPMADRD199A","1092","2"
"ATHLETIC139","1092","35"
"GES163","1092","19"
"BIO235","1092","9"
"MED298","1092","2"
"AA247","1092","32"
"ACCT552","1092","15"
"OB552","1092","30"
"MED313W","1092","2"
"SURG102","1092","49"
"PORTLANG193Q","1092","7"
"HRMGT521","1092","25"
"POLECON547","1092","40"
"GERLIT127A","1092","4"
"GERLIT132","1092","3"
"GERLIT137","1092","9"
"GERGEN144","1092","11"
"GERLIT136","1092","4"
"GERGEN230","1092","9"
"MKTG551","1092","18"
"GERLIT131A","1092","3"
"POLISCI13N","1092","15"
"MUSIC149","1092","16"
"SLAVGEN295","1092","11"
"GES277","1092","3"
"HUMBIO11SI","1092","2"
"ENGLISH261B","1092","8"
"CEE226","1092","46"
"AMSTUD67SI","1092","43"
"ENGLISH180","1092","13"
"MUSIC256","1092","23"
"OSPGEN89","1092","14"
"OSPGEN86","1092","16"
"OSPGEN87","1092","16"
"OSPGEN88","1092","16"
"DANCE101","1092","6"
"MUSIC128X","1092","18"
"DANCE170","1092","11"
"OSPSANTG45","1092","13"
"OSPSANTG46","1092","3"
"OSPGEN80","1092","14"
"OSPSANTG14","1092","7"
"OSPGEN81","1092","12"
"OSPGEN83","1092","15"
"OSPGEN84","1092","13"
"ETHICSOC137R","1092","274"
"MUSIC161D","1092","11"
"GSBGEN565","1092","45"
"IHUM66","1092","504"
"OSPGEN85","1092","16"
"IHUM67","1092","479"
"COMPLIT215A","1092","15"
"COMPLIT232A","1092","21"
"ENGLISH181C","1092","29"
"OSPGEN82","1092","16"
"OSPMOSC76","1092","7"
"OSPMOSC77","1092","5"
"OSPMOSC72","1092","7"
"OSPMOSC74","1092","9"
"CHINLANG15M","1092","11"
"OSPMADRD25","1092","17"
"OSPMOSC75","1092","9"
"BIOHOPK310H","1092","3"
"CTL400","1092","62"
"AMELANG176","1092","1"
"STATS46N","1092","20"
"BIO30","1092","20"
"CLASSHIS37N","1092","14"
"CLASSGEN101","1092","10"
"ENGLISH42E","1092","82"
"ME233","1092","32"
"MLA9","1092","10"
"STATS254","1092","6"
"HISTORY282","1092","29"
"DRAMA101H","1092","14"
"ENGLISH384B","1092","12"
"CS193H","1092","59"
"HISTORY401A","1092","20"
"HISTORY224B","1092","24"
"EASTASN217","1092","40"
"EASTASN286C","1092","3"
"EASTASN289K","1092","10"
"HISTORY140A","1092","33"
"CS193P","1092","109"
"OSPBEIJ42","1092","9"
"OSPBEIJ46","1092","15"
"CHINLIT251","1092","16"
"HISTORY267E","1092","24"
"HISTORY291D","1092","4"
"HISTORY392F","1092","1"
"CS340V","1092","4"
"PUBLPOL299","1092","2"
"AFRICAST301A","1092","11"
"POLISCI326","1092","6"
"OSPBEIJ47","1092","13"
"SOC108","1092","22"
"ITALLIT281","1092","3"
"COMPLIT248","1092","4"
"PSYCH226","1092","14"
"BIOE334","1092","22"
"FRENGEN204","1092","4"
"CLASSGEN174","1092","13"
"AFRICAST107","1092","21"
"SPANLIT102N","1092","5"
"SPANLIT105N","1092","12"
"PHIL110","1092","25"
"HISTORY95N","1092","13"
"DANCE139","1092","18"
"ECON144","1092","46"
"PSYCH147","1092","22"
"DRAMA169","1092","6"
"HISTORY182","1092","32"
"BIO185","1092","23"
"HISTORY132A","1092","33"
"ENGLISH192T","1092","9"
"PHIL194R","1092","12"
"APPPHYS225","1092","33"
"HISTORY327B","1092","19"
"PSYCH236","1092","20"
"HISTORY236A","1092","17"
"SPANLIT241","1092","6"
"SPANLIT247E","1092","25"
"DRAMA12SC","1092","11"
"HISTORY15S","1092","16"
"HISTORY49S","1092","6"
"HISTORY54N","1092","12"
"HISTORY382A","1092","4"
"HISTORY287B","1092","14"
"MATSCI11SC","1092","14"
"ENGLISH137A","1092","41"
"OSPOXFRD66","1092","15"
"LINGUIST5N","1092","15"
"MUSIC12SC","1092","14"
"POLISCI19SC","1092","13"
"OSPMADRD40","1092","7"
"OSPMADRD46","1092","26"
"HISTORY56S","1092","17"
"OSPPARIS66","1092","27"
"OSPPARIS67","1092","15"
"HUMBIO16SC","1092","14"
"HISTORY85S","1092","8"
"EE114","1092","75"
"CHEMENG191H","1092","4"
"POLISCI338J","1092","20"
"PHIL340","1092","8"
"SPANLIT342","1092","13"
"PHIL387","1092","9"
"PHIL389","1092","2"
"EE392G","1092","9"
"ARTHIST413","1092","8"
"CHEMENG458","1092","24"
"STATS351A","1092","31"
"ECON19SC","1092","14"
"POLISCI20SC","1092","14"
"CS45N","1092","13"
"ARTHIST111","1092","20"
"REES205","1092","13"
"CHEMENG35N","1092","16"
"FRENLIT165","1092","17"
"CEE272M","1092","53"
"FRENLIT207","1092","5"
"ARTHIST227","1092","5"
"FILMSTUD231","1092","16"
"FILMSTUD297","1092","1"
"CLASSGRK301","1092","6"
"HISTORY393A","1092","12"
"FILMSTUD407","1092","10"
"IPS205C","1092","40"
"IPS231","1092","2"
"GENE271","1092","17"
"LAW548","1092","35"
"LAW599","1092","13"
"GENE272","1092","19"
"LAW396","1092","20"
"GENE273","1092","9"
"LAW257","1092","24"
"LAW472","1092","4"
"GENE275","1092","7"
"LAW278","1092","37"
"GENE278","1092","1"
"LAW426","1092","12"
"LAW362","1092","17"
"LAW565","1092","26"
"LAW663","1092","10"
"GENE284","1092","9"
"LAW345","1092","34"
"GENE285A","1092","9"
"LAW516","1092","32"
"LAW470","1092","25"
"LAW502","1092","51"
"LAW383","1092","8"
"LAW259","1092","19"
"HRP209","1092","12"
"LAW471","1092","79"
"MS&E375","1092","15"
"SLAVLANG184A","1092","7"
"DRAMA9","1092","9"
"SOC104","1092","34"
"MATH264","1092","6"
"PUBLPOL104W","1092","23"
"CEE206A","1092","4"
"PSYCH246","1092","14"
"OB586","1092","72"
"MUSIC7A","1092","4"
"HUMBIO2C","1092","72"
"ARTHIST207A","1092","7"
"ARTHIST408A","1092","5"
"HUMBIO184","1092","132"
"ECON300","1092","11"
"SPECLANG184A","1092","2"
"BIOE341","1092","24"
"DRAMA120V","1092","15"
"DRAMA121C","1092","12"
"ENGLISH138T","1092","24"
"COMPLIT146","1092","1"
"LAW513","1092","17"
"CTL227","1092","1"
"ARTSTUDI19","1092","25"
"ECON250","1092","20"
"ENGLISH334B","1092","37"
"FINANCE595","1092","51"
"CEE341P","1092","28"
"IPS300","1092","24"
"ARTSTUDI173","1092","37"
"LINGUIST273","1092","3"
"ENGLISH398W","1092","10"
"COMPLIT127A","1092","5"
"MATH131P","1092","75"
"LAW356","1092","11"
"OSPBER47","1092","12"
"OSPBER48","1092","1"
"HUMBIO152","1092","41"
"SPANLIT317","1092","5"
"ANTHRO100C","1092","6"
"EDUC213X","1092","22"
"CTL230","1092","9"
"ME26N","1092","20"
"ME104","1092","23"
"ANTHRO128A","1092","18"
"REES130","1092","4"
"ANTHRO143A","1092","13"
"HUMNTIES301","1092","10"
"COMPLIT223","1092","4"
"ANTHRO161A","1092","17"
"ENERGY153","1092","41"
"CSRE12","1092","308"
"ARCHLGY107A","1092","4"
"RELIGST3N","1092","10"
"RELIGST9N","1092","14"
"MATH51M","1092","60"
"RELIGST353","1092","6"
"POLISCI404","1092","2"
"OSPMADRD26","1092","4"
"STS290A","1092","3"
"MED160","1092","77"
"CSB250","1092","22"
"FINANCE201","1092","144"
"OPHT202","1092","11"
"NATIVEAM18SI","1092","14"
"PHIL41Q","1092","7"
"CSRE165A","1092","3"
"ENGLISH184L","1092","4"
"IHUM58Q","1092","3"
"DANCE35","1092","3"
"DRAMA323","1092","8"
"URBANST173","1092","20"
"ARCHLGY109","1092","5"
"ANTHRO216A","1092","37"
"DRAMA154P","1092","7"
"CS349W","1092","39"
"LINGUIST233","1092","6"
"INTNLREL156","1092","38"
"ETHICSOC185M","1092","13"
"EE10SC","1092","14"
"MATSCI10SC","1092","14"
"HISTORY11SC","1092","14"
"OSPPARIS24","1092","37"
"OSPMADRD56","1092","11"
"EESS301","1092","13"
"LINGUIST278","1092","11"
"INTNLREL155","1092","2"
"ANTHRO370","1092","6"
"RELIGST127A","1092","21"
"EESS802","1092","5"
"EE122A","1092","10"
"OSPFLOR18","1092","17"
"COMM124","1092","20"
"EESS400","1092","10"
"COMM257","1092","13"
"MLA266","1092","11"
"PEDS201","1092","14"
"AFRICAAM40","1092","36"
"ANTHRO135H","1092","10"
"CLASSGRK327","1092","9"
"EDUC241S","1092","4"
"ATHLETIC186","1092","77"
"ENGLISH24SI","1092","28"
"SOC362","1092","13"
"LAW649","1092","8"
"EDUC254X","1092","3"
"BIOMEDIN432","1092","31"
"IPER339","1092","4"
"MS&E245G","1092","297"
"POLISCI351A","1092","6"
"LAW625","1092","14"
"PSYCH224","1092","4"
"EDUC343X","1092","12"
"MLA100E","1092","6"
"OSPOXFRD36","1092","13"
"LAW297","1092","29"
"BIO23N","1092","20"
"PUBLPOL54SI","1092","57"
"EARTHSYS233","1092","13"
"AMELANG141A","1092","2"
"ATHLETIC81M","1092","12"
"ATHLETIC178M","1092","2"
"ATHLETIC181M","1092","10"
"ATHLETIC73M","1092","4"
"ATHLETIC3M","1092","3"
"ATHLETIC75M","1092","13"
"ATHLETIC20M","1092","6"
"ATHLETIC38M","1092","1"
"OSPMADRD54","1092","6"
"ATHLETIC78M","1092","14"
"ANTHRO310G","1092","12"
"MED258A","1092","7"
"SIW126","1092","24"
"SIW127","1092","11"
"EE384P","1092","20"
"MUSIC160B","1092","1"
"CME191","1092","25"
"OSPKYOCT192","1092","1"
"SPECLANG250A","1092","1"
"INDE270","1092","10"
"DRAMA147","1092","2"
"AFRICAAM75B","1092","20"
"ATHLETIC57","1092","2"
"HUMBIO55V","1092","9"
"SPECLANG112A","1092","2"
"SPECLANG146A","1092","2"
"CEE378D","1092","5"
"HUMBIO55P","1092","3"
"REGAUD101","1092","888"
"CTL117","1094","33"
"IIS195","1094","3"
"IIS199","1094","11"
"MGTECON200","1094","213"
"ACCT210","1094","205"
"ACCT219","1094","47"
"MKTG240","1094","205"
"OIT245","1094","160"
"MKTG249","1094","57"
"OIT265","1094","219"
"ACCT311","1094","102"
"FINANCE320","1094","95"
"FINANCE325","1094","38"
"POLECON332","1094","12"
"MKTG344","1094","9"
"MKTG347","1094","132"
"STRAMGT353","1094","216"
"STRAMGT354","1094","136"
"STRAMGT356","1094","115"
"OIT361","1094","16"
"STRAMGT368","1094","47"
"STRAMGT369","1094","42"
"OB372","1094","66"
"OB374","1094","137"
"OB377","1094","172"
"OB387","1094","21"
"GSBGEN390","1094","57"
"GSBGEN522","1094","11"
"MGTECON601","1094","10"
"MGTECON604","1094","22"
"ACCT612","1094","3"
"FINANCE621","1094","12"
"MKTG642","1094","6"
"OB671","1094","12"
"POLECON682","1094","6"
"OIT691","1094","35"
"POLECON692","1094","15"
"ACCT802","1094","18"
"EDUC130","1094","39"
"EDUC150","1094","31"
"EDUC151","1094","28"
"EDUC265","1094","20"
"EDUC269X","1094","23"
"EDUC277","1094","26"
"EDUC180","1094","34"
"EDUC190","1094","19"
"EDUC193A","1094","50"
"EDUC193N","1094","6"
"EDUC199B","1094","3"
"EDUC206B","1094","22"
"EDUC208B","1094","31"
"EDUC220A","1094","22"
"EDUC220Y","1094","9"
"EDUC221A","1094","35"
"EDUC223","1094","22"
"EDUC229B","1094","22"
"EDUC246C","1094","63"
"EDUC250B","1094","92"
"PSYCH133","1094","38"
"STATS209","1094","16"
"EDUC262C","1094","18"
"EDUC263C","1094","17"
"EDUC264C","1094","3"
"EDUC267C","1094","13"
"EDUC268C","1094","13"
"EDUC323A","1094","20"
"GSBGEN348","1094","9"
"EDUC354X","1094","33"
"EDUC359B","1094","7"
"EDUC359C","1094","1"
"POLISCI334","1094","12"
"EDUC380","1094","29"
"EDUC382","1094","8"
"EDUC387B","1094","8"
"EDUC401A","1094","13"
"EDUC418","1094","15"
"EDUC453","1094","8"
"EDUC480","1094","34"
"EDUC490","1094","33"
"EDUC801","1094","2"
"EDUC802","1094","70"
"ATHLETIC4C","1094","5"
"ATHLETIC8C","1094","4"
"ATHLETIC10","1094","32"
"ATHLETIC12V","1094","8"
"ATHLETIC14V","1094","15"
"ATHLETIC76","1094","97"
"ATHLETIC25V","1094","8"
"ATHLETIC31C","1094","5"
"ATHLETIC34V","1094","3"
"ATHLETIC37C","1094","13"
"ATHLETIC39","1094","41"
"ATHLETIC40","1094","5"
"ATHLETIC41V","1094","3"
"ATHLETIC46","1094","12"
"ATHLETIC51","1094","100"
"ATHLETIC52","1094","51"
"ATHLETIC53","1094","70"
"ATHLETIC54","1094","14"
"ATHLETIC55V","1094","2"
"ATHLETIC58","1094","43"
"ATHLETIC59","1094","17"
"ATHLETIC61V","1094","7"
"ATHLETIC65","1094","18"
"ATHLETIC66","1094","7"
"ATHLETIC67","1094","2"
"ATHLETIC70C","1094","7"
"ATHLETIC72C","1094","6"
"ATHLETIC77C","1094","11"
"ATHLETIC78V","1094","11"
"ATHLETIC82","1094","4"
"ATHLETIC74C","1094","13"
"ATHLETIC90","1094","89"
"ATHLETIC91C","1094","18"
"ATHLETIC107C","1094","31"
"ATHLETIC114","1094","18"
"ATHLETIC116","1094","17"
"ATHLETIC115","1094","25"
"ATHLETIC121V","1094","4"
"ATHLETIC125C","1094","7"
"ATHLETIC130","1094","21"
"ATHLETIC131","1094","24"
"ATHLETIC133","1094","35"
"ATHLETIC135V","1094","4"
"ATHLETIC136V","1094","16"
"ATHLETIC144","1094","62"
"ATHLETIC145","1094","94"
"ATHLETIC146","1094","71"
"ATHLETIC147","1094","28"
"ATHLETIC148V","1094","2"
"ATHLETIC156C","1094","6"
"ATHLETIC153V","1094","12"
"ATHLETIC159C","1094","6"
"ATHLETIC166V","1094","11"
"ATHLETIC171V","1094","9"
"ATHLETIC176","1094","26"
"ATHLETIC180V","1094","20"
"ATHLETIC182","1094","272"
"ATHLETIC187","1094","27"
"AA190","1094","1"
"AA199","1094","2"
"AA200A","1094","55"
"AA210B","1094","15"
"AA214B","1094","25"
"AA215A","1094","19"
"AA236B","1094","7"
"AA238","1094","11"
"AA240B","1094","8"
"AA241B","1094","17"
"AA256","1094","31"
"AA272C","1094","31"
"AA283","1094","55"
"AA290","1094","30"
"AA297","1094","40"
"AA300","1094","1"
"AA301","1094","52"
"AA801","1094","1"
"AA802","1094","29"
"CHEMENG110","1094","26"
"CHEMENG120A","1094","24"
"CHEMENG160","1094","29"
"CHEMENG185B","1094","7"
"CHEMENG190","1094","11"
"CHEMENG310","1094","33"
"CHEMENG345","1094","43"
"CHEMENG459","1094","25"
"CHEMENG462","1094","13"
"CHEMENG500","1094","7"
"CHEMENG501","1094","5"
"CHEMENG503","1094","1"
"CHEMENG505","1094","4"
"CHEMENG507","1094","8"
"CHEMENG510","1094","4"
"CHEMENG600","1094","56"
"CHEMENG699","1094","60"
"CHEMENG801","1094","15"
"CHEMENG802","1094","3"
"CEE64","1094","81"
"CEE101A","1094","44"
"CEE102","1094","30"
"CEE211","1094","40"
"CEE122A","1094","2"
"CEE171","1094","31"
"CEE172","1094","33"
"CEE176A","1094","137"
"CEE179A","1094","24"
"CEE182","1094","33"
"CEE198","1094","10"
"CEE199","1094","4"
"CEE200B","1094","8"
"CEE240","1094","41"
"CEE249","1094","32"
"CEE252","1094","42"
"CEE258","1094","70"
"CEE259B","1094","13"
"CEE262B","1094","12"
"CEE268","1094","24"
"CEE271A","1094","30"
"CEE271B","1094","28"
"CEE274B","1094","20"
"CEE282","1094","32"
"CEE285","1094","39"
"CEE293","1094","49"
"CEE298","1094","40"
"CEE299","1094","42"
"CEE300","1094","5"
"CEE320","1094","12"
"CEE370B","1094","3"
"CEE399","1094","42"
"CEE400","1094","12"
"CEE801","1094","1"
"CEE802","1094","41"
"EE133","1094","11"
"EE242","1094","40"
"EE168","1094","30"
"EE178","1094","33"
"EE190","1094","1"
"EE191","1094","30"
